None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,IMAGE,"Good Morning Everyone Smart packaging Thanks,Amit",https://media-exp1.licdn.com/dms/image/C4D22AQGIsdKc_gLVbQ/feedshare-shrink_800/0/1620246258407?e=1623283200&v=beta&t=u7HT6G_i4SIzbsrUQfuKLTnrvq-QhWLrIJhk9IWBn2c,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,None,"Good Morning Everyone “Too many of us are not living our dreams because we are living our fears.” —Les Brown Thanks,Amit",None,None
None,https://www.linkedin.com/in/prekshak/detail/recent-activity/shares/,VIDEO,"Good Morning Everyone Meet the God of Dashboards - Steve Wexler Thanks,Amit",blob:https://www.linkedin.com/cf664d6e-242e-4288-8cc2-ba636af66334,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,IMAGE,"Good Morning Everyone Mistakes are proof you are trying Thanks,Amit",https://media-exp1.licdn.com/dms/image/C4E22AQHwGtPMcNg92Q/feedshare-shrink_800/0/1620316022465?e=1623283200&v=beta&t=bhyDOLwDKkYLYYz1JGODE7mmUjYw9BRFulpO2N6pHPc,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,VIDEO,"Good Morning Everyone Next level creativity - Mt Fuji Japan Thanks,Amit",https://dms.licdn.com/playlist/C4E05AQF2JdAOFfdHiA/mp4-720p-30fp-crf28/0/1620307104178?e=1620406800&v=beta&t=SnmQ4xvfLJBm3G1894YQ5XGt3hklAQxjzocaY6i85CA,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,IMAGE,"Good Morning Everyone Would you honestly pay for your service if someone else offered it? Thanks,Amit",https://media-exp1.licdn.com/dms/image/C4E22AQEqkUQ95FNC6Q/feedshare-shrink_800/0/1620306088074?e=1623283200&v=beta&t=8c6Q5RE-Z47HGwSezZAtJ4abEupXnI1DRzZyljDpdVs,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,IMAGE,"Good Morning Everyone The world is so fast that there are days whenthe person who says it can’t be doneis interrupted by the person who is doing it Thanks,Amit",https://media-exp1.licdn.com/dms/image/C4E22AQGJDGxlsPuw5Q/feedshare-shrink_800/0/1620303302418?e=1623283200&v=beta&t=NLYIfY27cbmaEtSmsKBVMDC0TUTvF_DVoPGPXl8EZC4,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,VIDEO,"Good Morning Everyone Augmented reality in e-commerce great application! Bring the product to your desktop to explore Made with Goopy - Augmented Reality Platform Thanks,Amit",https://dms.licdn.com/playlist/C4E05AQE9XdfsrrbOvg/mp4-640p-30fp-crf28/0/1620301934785?e=1620406800&v=beta&t=3bv-a8nu4Ai8kcf1J1JijeIWugBgcCyoFZbKZ1X6SG4,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,VIDEO,"Good Morning Everyone Makes working so much easier Thanks,Amit",https://dms.licdn.com/playlist/C4E05AQFBsY0TXdm6RA/mp4-640p-30fp-crf28/0/1620300049120?e=1620406800&v=beta&t=wRcnIbs0SF6FZf5tueDcsEVXjTj8AVoQURMpfiQgShY,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,VIDEO,"Good Morning Everyone How well does our team work together?Teamwork makes the dream work!This is Urbantheory Thanks,Amit",https://dms.licdn.com/playlist/C4E05AQFoYzdYHPhFPw/mp4-640p-30fp-crf28/0/1620289275698?e=1620406800&v=beta&t=pGRC0WI5sA08Vjdo3IwQcPQTqzLKgh4zO61F23pEIvQ,None
None,https://www.linkedin.com/in/ajjames/detail/recent-activity/shares/,VIDEO,"Good Morning Everyone Awesome laptop desk - 6 different positions! Who needs one of these?Shoperican Thanks,Amit",https://dms.licdn.com/playlist/C4E05AQEKM95flLYMDQ/mp4-720p-30fp-crf28/0/1620284637285?e=1620406800&v=beta&t=aqqd_pZDnVb05xJAFn5WPerhOyIx4WnuCtOP6dJr8_M,None
None,https://www.linkedin.com/in/prekshak/detail/recent-activity/shares/,VIDEO,"Good Morning Everyone Meet the God of Dashboards - Steve Wexler Thanks,Amit",blob:https://www.linkedin.com/108b498f-863f-44f3-8375-f19d81004142,None
None,https://www.linkedin.com/in/prekshak/detail/recent-activity/shares/,VIDEO,"Good Morning Everyone Getting over the constant struggle of setting it up :).At the beginning of Alphaa AI, with ample interest, we realized that we didn't have enough patience and resources to go through multiple checkpoints of #enterprise sales1. IT Project management2. Security Checks3. Legal Due diligence4. Infrastructure access5. Data Privacy Assurance(Also, it's a nightmare for BU to request just a POC. Have you been there?)🙈And bit by bit worked on every point to finally reach to this on where we thought...If it's for the business user they should be able to set up the product they love and try it out themselves.Check out what we did and give us a shout-out if you want to try it out too. https://bit.ly/AskAlphaa1#POC - most #saas products don't go beyond this point.I blame it on struggles of getting POC in action and then the undefined success factors..#ai #nlp #dataandanalytics Thanks,Amit",https://dms.licdn.com/playlist/C4D05AQEpRQVgWzhvSw/mp4-720p-30fp-crf28/0/1617871246838?e=1620406800&v=beta&t=tjVqK_POvjCKLHpaMAyfcq2uj-XxdloivU1TFe-CPiU,None
